date,event_type,account_id,algorithm,delta,version
2015-05-06,SLEEP,15234,hmm,-60,none
2015-05-06,OUT_OF_BED,1489,hmm,15,none
2015-05-06,WAKE_UP,16994,hmm,31,none
2015-05-06,OUT_OF_BED,16994,hmm,30,none
2015-05-06,SLEEP,16994,hmm,-185,none
2015-05-06,OUT_OF_BED,1522,hmm,18,none
2015-05-06,WAKE_UP,15996,hmm,56,none
2015-05-06,IN_BED,16486,hmm,-132,none
2015-05-06,SLEEP,16486,hmm,-174,none
2015-05-06,OUT_OF_BED,15996,hmm,19,none
2015-05-06,OUT_OF_BED,15983,hmm,60,none
2015-05-06,OUT_OF_BED,15992,hmm,15,none
2015-05-06,OUT_OF_BED,15992,hmm,10,none
2015-05-06,OUT_OF_BED,16451,hmm,-46,none
2015-05-06,WAKE_UP,16486,hmm,136,none
2015-05-06,SLEEP,16486,hmm,-21,none
2015-05-06,WAKE_UP,16451,hmm,-15,none
2015-05-06,OUT_OF_BED,17274,hmm,173,none
2015-05-06,SLEEP,16451,hmm,-7,none
2015-05-06,SLEEP,15667,wupang,66,wupang_backup_for_hmm
2015-05-06,IN_BED,15667,wupang,71,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,17005,hmm,120,none
2015-05-06,WAKE_UP,15159,hmm,75,none
2015-05-06,OUT_OF_BED,15159,hmm,18,none
2015-05-06,WAKE_UP,15854,hmm,448,none
2015-05-06,WAKE_UP,15854,hmm,196,none
2015-05-06,WAKE_UP,15854,hmm,95,none
2015-05-06,WAKE_UP,15854,hmm,253,none
2015-05-06,IN_BED,17025,hmm,120,none
2015-05-06,OUT_OF_BED,16993,hmm,10,none
2015-05-06,OUT_OF_BED,16634,hmm,245,none
2015-05-06,OUT_OF_BED,16634,hmm,-31,none
2015-05-06,OUT_OF_BED,17071,hmm,224,none
2015-05-06,WAKE_UP,17071,hmm,292,none
2015-05-06,OUT_OF_BED,16086,hmm,6,none
2015-05-06,WAKE_UP,17020,hmm,34,none
2015-05-06,OUT_OF_BED,17020,hmm,15,none
2015-05-06,OUT_OF_BED,17248,hmm,24,none
2015-05-06,WAKE_UP,17248,hmm,21,none
2015-05-06,WAKE_UP,17214,hmm,172,none
2015-05-06,OUT_OF_BED,17214,hmm,201,none
2015-05-06,OUT_OF_BED,16486,hmm,148,none
2015-05-06,IN_BED,16817,hmm,134,none
2015-05-06,IN_BED,15229,hmm,6,none
2015-05-06,SLEEP,17026,wupang,900,wupang_backup_for_hmm
2015-05-06,IN_BED,15218,hmm,486,none
2015-05-06,OUT_OF_BED,17248,hmm,24,none
2015-05-06,OUT_OF_BED,16904,hmm,90,none
2015-05-06,OUT_OF_BED,1190,hmm,-51,none
2015-05-06,WAKE_UP,16964,hmm,123,none
2015-05-06,WAKE_UP,16978,hmm,37,none
2015-05-06,OUT_OF_BED,16978,hmm,48,none
2015-05-06,WAKE_UP,17273,hmm,21,none
2015-05-06,OUT_OF_BED,17187,hmm,29,none
2015-05-06,SLEEP,17273,hmm,-89,none
2015-05-06,WAKE_UP,15375,wupang,363,wupang_backup_for_hmm
2015-05-06,IN_BED,15375,wupang,-84,wupang_backup_for_hmm
2015-05-06,WAKE_UP,15375,wupang,60,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,17121,hmm,24,none
2015-05-06,WAKE_UP,15574,hmm,83,none
2015-05-06,OUT_OF_BED,15574,hmm,87,none
2015-05-06,SLEEP,15574,hmm,-5,none
2015-05-06,WAKE_UP,17121,hmm,20,none
2015-05-06,OUT_OF_BED,17168,hmm,20,none
2015-05-06,OUT_OF_BED,17121,hmm,13,none
2015-05-06,OUT_OF_BED,16872,hmm,9,none
2015-05-06,OUT_OF_BED,16872,hmm,9,none
2015-05-06,SLEEP,17063,hmm,0,none
2015-05-06,WAKE_UP,15387,hmm,29,none
2015-05-06,WAKE_UP,1863,hmm,53,none
2015-05-06,OUT_OF_BED,1863,hmm,55,none
2015-05-06,WAKE_UP,15139,wupang,349,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,1546,hmm,-56,none
2015-05-06,OUT_OF_BED,15139,wupang,-14,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,16170,hmm,60,none
2015-05-06,WAKE_UP,16170,hmm,36,none
2015-05-06,OUT_OF_BED,16170,hmm,50,none
2015-05-06,IN_BED,17001,hmm,114,none
2015-05-06,SLEEP,17001,hmm,90,none
2015-05-06,OUT_OF_BED,16775,hmm,10,none
2015-05-06,OUT_OF_BED,16898,hmm,23,none
2015-05-06,WAKE_UP,16898,hmm,-143,none
2015-05-06,IN_BED,17253,hmm,120,none
2015-05-06,OUT_OF_BED,16898,hmm,-131,none
2015-05-06,WAKE_UP,17282,hmm,0,none
2015-05-06,SLEEP,17197,hmm,0,none
2015-05-06,WAKE_UP,16126,hmm,-60,none
2015-05-06,OUT_OF_BED,16126,hmm,-97,none
2015-05-06,IN_BED,15457,wupang,271,wupang_backup_for_hmm
2015-05-06,IN_BED,15457,wupang,-17,wupang_backup_for_hmm
2015-05-06,SLEEP,15457,wupang,-10,wupang_backup_for_hmm
2015-05-06,WAKE_UP,15457,wupang,23,wupang_backup_for_hmm
2015-05-06,WAKE_UP,16767,hmm,89,none
2015-05-06,OUT_OF_BED,15457,wupang,27,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,16767,hmm,101,none
2015-05-06,OUT_OF_BED,17282,hmm,24,none
2015-05-06,OUT_OF_BED,17282,hmm,12,none
2015-05-06,IN_BED,15310,hmm,130,none
2015-05-06,SLEEP,15310,hmm,137,none
2015-05-06,WAKE_UP,1378,wupang,227,wupang_backup_for_hmm
2015-05-06,WAKE_UP,1378,wupang,13,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,16699,hmm,300,none
2015-05-06,IN_BED,15594,hmm,98,none
2015-05-06,OUT_OF_BED,15594,hmm,-27,none
2015-05-06,OUT_OF_BED,17173,hmm,-46,none
2015-05-06,OUT_OF_BED,17173,hmm,-46,none
2015-05-06,OUT_OF_BED,17173,hmm,-47,none
2015-05-06,OUT_OF_BED,17173,hmm,-47,none
2015-05-06,OUT_OF_BED,17282,hmm,9,none
2015-05-06,OUT_OF_BED,15281,hmm,10,none
2015-05-06,OUT_OF_BED,15281,hmm,9,none
2015-05-06,SLEEP,16917,hmm,120,none
2015-05-06,WAKE_UP,1761,hmm,-142,none
2015-05-06,OUT_OF_BED,1761,hmm,-142,none
2015-05-06,IN_BED,17209,hmm,-113,none
2015-05-06,IN_BED,17294,hmm,37,none
2015-05-06,IN_BED,17294,hmm,37,none
2015-05-06,OUT_OF_BED,15822,hmm,-13,none
2015-05-06,OUT_OF_BED,16905,hmm,120,none
2015-05-06,OUT_OF_BED,17216,hmm,14,none
2015-05-06,OUT_OF_BED,1260,hmm,10,none
2015-05-06,IN_BED,15932,hmm,14,none
2015-05-06,OUT_OF_BED,15102,hmm,154,none
2015-05-06,OUT_OF_BED,15102,hmm,-13,none
2015-05-06,WAKE_UP,16822,hmm,32,none
2015-05-06,WAKE_UP,15796,hmm,35,none
2015-05-06,WAKE_UP,1905,hmm,-49,none
2015-05-06,OUT_OF_BED,1905,hmm,-60,none
2015-05-06,WAKE_UP,16852,hmm,-120,none
2015-05-06,OUT_OF_BED,15880,hmm,-9,none
2015-05-06,WAKE_UP,15880,hmm,-10,none
2015-05-06,WAKE_UP,17247,hmm,-45,none
2015-05-06,OUT_OF_BED,17247,hmm,-45,none
2015-05-06,IN_BED,1834,hmm,39,none
2015-05-06,SLEEP,1228,hmm,-40,none
2015-05-06,SLEEP,15245,hmm,-39,none
2015-05-06,OUT_OF_BED,16084,hmm,-21,none
2015-05-06,SLEEP,17196,hmm,50,none
2015-05-06,WAKE_UP,15655,hmm,203,none
2015-05-06,OUT_OF_BED,15655,hmm,102,none
2015-05-06,WAKE_UP,15655,hmm,109,none
2015-05-06,WAKE_UP,15469,wupang,60,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,15469,wupang,64,wupang_backup_for_hmm
2015-05-06,WAKE_UP,1485,hmm,60,none
2015-05-06,IN_BED,1437,hmm,153,none
2015-05-06,SLEEP,1437,hmm,142,none
2015-05-06,WAKE_UP,1437,hmm,-119,none
2015-05-06,OUT_OF_BED,1437,hmm,-120,none
2015-05-06,IN_BED,16823,hmm,-90,none
2015-05-06,SLEEP,16823,hmm,-90,none
2015-05-06,WAKE_UP,16823,hmm,175,none
2015-05-06,IN_BED,15893,hmm,96,none
2015-05-06,OUT_OF_BED,16823,hmm,152,none
2015-05-06,WAKE_UP,17096,hmm,53,none
2015-05-06,OUT_OF_BED,17080,hmm,243,none
2015-05-06,OUT_OF_BED,17080,hmm,-99,none
2015-05-06,IN_BED,17080,hmm,60,none
2015-05-06,OUT_OF_BED,1445,hmm,-36,none
2015-05-06,WAKE_UP,17135,hmm,35,none
2015-05-06,WAKE_UP,17135,hmm,-80,none
2015-05-06,OUT_OF_BED,16855,hmm,20,none
2015-05-06,WAKE_UP,16262,hmm,-22,none
2015-05-06,OUT_OF_BED,17080,hmm,-100,none
2015-05-06,OUT_OF_BED,16262,hmm,-22,none
2015-05-06,OUT_OF_BED,16677,hmm,44,none
2015-05-06,IN_BED,16093,hmm,487,none
2015-05-06,SLEEP,16276,hmm,60,none
2015-05-06,OUT_OF_BED,15473,hmm,349,none
2015-05-06,SLEEP,1228,hmm,-400,none
2015-05-06,WAKE_UP,15473,hmm,315,none
2015-05-06,IN_BED,16764,hmm,130,none
2015-05-06,WAKE_UP,16017,hmm,364,none
2015-05-06,WAKE_UP,16017,hmm,202,none
2015-05-06,SLEEP,16017,hmm,-202,none
2015-05-06,SLEEP,16017,hmm,-328,none
2015-05-06,OUT_OF_BED,16667,hmm,180,none
2015-05-06,IN_BED,17204,hmm,127,none
2015-05-06,IN_BED,16671,hmm,261,none
2015-05-06,WAKE_UP,16780,wupang,180,wupang_backup_for_hmm
2015-05-06,WAKE_UP,1619,hmm,-75,none
2015-05-06,OUT_OF_BED,1619,hmm,-71,none
2015-05-06,WAKE_UP,1197,hmm,180,none
2015-05-06,OUT_OF_BED,1197,hmm,25,none
2015-05-06,IN_BED,17286,hmm,47,none
2015-05-06,WAKE_UP,17286,hmm,24,none
2015-05-06,SLEEP,17286,hmm,8,none
2015-05-06,OUT_OF_BED,17286,hmm,-79,none
2015-05-06,OUT_OF_BED,17211,hmm,163,none
2015-05-06,OUT_OF_BED,1066,hmm,84,none
2015-05-06,IN_BED,15064,hmm,-60,none
2015-05-06,WAKE_UP,16820,hmm,113,none
2015-05-06,IN_BED,16801,hmm,1036,none
2015-05-06,OUT_OF_BED,16801,hmm,629,none
2015-05-06,IN_BED,1967,hmm,402,none
2015-05-06,SLEEP,1967,hmm,402,none
2015-05-06,IN_BED,16229,hmm,-315,none
2015-05-06,SLEEP,16229,hmm,-340,none
2015-05-06,OUT_OF_BED,16847,hmm,-44,none
2015-05-06,WAKE_UP,16847,hmm,90,none
2015-05-06,WAKE_UP,16049,hmm,-40,none
2015-05-06,IN_BED,16847,hmm,66,none
2015-05-06,OUT_OF_BED,16049,hmm,-40,none
2015-05-06,OUT_OF_BED,1524,hmm,29,none
2015-05-06,WAKE_UP,1524,hmm,48,none
2015-05-06,IN_BED,15002,hmm,198,none
2015-05-06,SLEEP,1524,hmm,61,none
2015-05-06,WAKE_UP,1524,hmm,479,none
2015-05-06,WAKE_UP,15722,hmm,300,none
2015-05-06,WAKE_UP,15722,hmm,420,none
2015-05-06,WAKE_UP,15722,hmm,180,none
2015-05-06,OUT_OF_BED,1356,hmm,-37,none
2015-05-06,OUT_OF_BED,16903,hmm,104,none
2015-05-06,OUT_OF_BED,16903,hmm,89,none
2015-05-06,OUT_OF_BED,15257,hmm,-200,none
2015-05-06,WAKE_UP,15257,hmm,-197,none
2015-05-06,OUT_OF_BED,17313,hmm,-66,none
2015-05-06,OUT_OF_BED,15466,hmm,-28,none
2015-05-06,WAKE_UP,15466,hmm,-2,none
2015-05-06,OUT_OF_BED,16892,hmm,-29,none
2015-05-06,OUT_OF_BED,16250,hmm,240,none
2015-05-06,WAKE_UP,1393,hmm,360,none
2015-05-06,OUT_OF_BED,1393,hmm,412,none
2015-05-06,OUT_OF_BED,17185,hmm,142,none
2015-05-06,IN_BED,17185,hmm,21,none
2015-05-06,IN_BED,16666,hmm,97,none
2015-05-06,OUT_OF_BED,16666,hmm,-20,none
2015-05-06,SLEEP,15472,hmm,-35,none
2015-05-06,SLEEP,15472,hmm,-16,none
2015-05-06,WAKE_UP,1056,voting,-75,none
2015-05-06,OUT_OF_BED,17267,hmm,180,none
2015-05-06,IN_BED,17219,hmm,540,none
2015-05-06,WAKE_UP,17219,hmm,-283,none
2015-05-06,OUT_OF_BED,17219,hmm,-259,none
2015-05-06,OUT_OF_BED,15249,hmm,21,none
2015-05-06,WAKE_UP,16870,wupang,0,wupang_backup_for_hmm
2015-05-06,OUT_OF_BED,17108,hmm,-44,none
2015-05-06,SLEEP,16998,hmm,120,none
2015-05-06,OUT_OF_BED,17074,hmm,-126,none
2015-05-06,IN_BED,16338,hmm,240,none
2015-05-06,SLEEP,16338,hmm,255,none
2015-05-06,OUT_OF_BED,17245,hmm,-89,none
2015-05-06,IN_BED,1514,hmm,14,none
2015-05-06,IN_BED,16526,hmm,120,none
2015-05-06,SLEEP,16526,hmm,120,none
2015-05-07,OUT_OF_BED,1919,hmm,-81,none
2015-05-06,OUT_OF_BED,16889,hmm,-152,none
2015-05-06,OUT_OF_BED,17088,hmm,130,none
2015-05-06,WAKE_UP,17088,hmm,101,none
2015-05-06,OUT_OF_BED,15921,hmm,-42,none
2015-05-06,IN_BED,15936,hmm,-208,none
2015-05-06,SLEEP,15936,hmm,-233,none
2015-05-06,OUT_OF_BED,16867,hmm,13,none
2015-05-06,OUT_OF_BED,15936,hmm,89,none
2015-05-06,WAKE_UP,15936,hmm,120,none
2015-05-06,WAKE_UP,16669,hmm,59,none
2015-05-06,SLEEP,17215,hmm,-72,none
2015-05-06,WAKE_UP,17215,hmm,-145,none
2015-05-06,OUT_OF_BED,17215,hmm,-126,none
2015-05-06,WAKE_UP,16125,hmm,-220,none
2015-05-06,OUT_OF_BED,16125,hmm,-243,none
2015-05-06,OUT_OF_BED,17059,hmm,-68,none
2015-05-06,OUT_OF_BED,17059,hmm,-68,none
2015-05-06,OUT_OF_BED,17059,hmm,135,none
2015-05-06,WAKE_UP,17059,hmm,130,none
2015-05-06,SLEEP,17225,hmm,-420,none
2015-05-06,OUT_OF_BED,15990,hmm,-98,none
2015-05-06,WAKE_UP,15990,hmm,-107,none
2015-05-06,IN_BED,16910,hmm,18,none
2015-05-06,SLEEP,17311,hmm,-144,none
2015-05-06,SLEEP,17311,hmm,-84,none
2015-05-06,SLEEP,17311,hmm,120,none
2015-05-06,WAKE_UP,16922,hmm,16,none
2015-05-06,WAKE_UP,16922,hmm,83,none
2015-05-06,OUT_OF_BED,16922,hmm,27,none
2015-05-06,OUT_OF_BED,16307,hmm,-81,none
2015-05-06,WAKE_UP,16307,hmm,-90,none
2015-05-06,SLEEP,17040,hmm,0,none
2015-05-06,IN_BED,17040,hmm,0,none
2015-05-06,OUT_OF_BED,16997,hmm,-10,none
2015-05-06,WAKE_UP,17245,hmm,-105,none
2015-05-06,OUT_OF_BED,17006,hmm,-317,none
2015-05-06,OUT_OF_BED,17157,hmm,13,none
2015-05-06,WAKE_UP,15930,hmm,41,none
2015-05-06,IN_BED,15366,hmm,215,none
2015-05-06,OUT_OF_BED,15930,hmm,-11,none
2015-05-06,WAKE_UP,16724,hmm,-270,none
2015-05-06,OUT_OF_BED,16724,hmm,-298,none
2015-05-06,WAKE_UP,17074,hmm,-125,none
2015-05-06,IN_BED,16724,hmm,103,none
2015-05-06,OUT_OF_BED,15941,wupang,180,wupang_backup_for_hmm
2015-05-07,SLEEP,17015,hmm,-54,none
2015-05-07,IN_BED,16910,hmm,161,none
2015-05-06,WAKE_UP,17291,hmm,-189,none
2015-05-06,WAKE_UP,17291,hmm,19,none
