date,event_type,account_id,algorithm,delta,version
2015-05-17,SLEEP,19600,wupang,587,wupang_backup_for_hmm
2015-05-17,OUT_OF_BED,17300,hmm,-38,none
2015-05-17,IN_BED,19623,hmm,20,none
2015-05-17,SLEEP,19623,hmm,23,none
2015-05-17,OUT_OF_BED,1278,hmm,36,none
2015-05-17,WAKE_UP,19623,hmm,72,none
2015-05-17,WAKE_UP,1469,hmm,45,none
2015-05-17,OUT_OF_BED,1469,hmm,19,none
2015-05-17,OUT_OF_BED,15102,hmm,59,none
2015-05-17,OUT_OF_BED,20411,hmm,6,none
2015-05-17,OUT_OF_BED,17304,hmm,23,none
2015-05-17,OUT_OF_BED,19600,wupang,241,wupang_backup_for_hmm
2015-05-17,SLEEP,18216,hmm,121,none
2015-05-17,IN_BED,18216,hmm,148,none
2015-05-17,WAKE_UP,18868,hmm,118,none
2015-05-17,WAKE_UP,18172,hmm,24,none
2015-05-17,OUT_OF_BED,19518,hmm,43,none
2015-05-17,OUT_OF_BED,18325,hmm,19,none
2015-05-17,SLEEP,18172,hmm,-6,none
2015-05-17,OUT_OF_BED,20414,hmm,94,none
2015-05-17,WAKE_UP,18325,hmm,11,none
2015-05-17,WAKE_UP,17790,hmm,12,none
2015-05-17,WAKE_UP,16993,hmm,-30,none
2015-05-17,IN_BED,18374,hmm,60,none
2015-05-17,OUT_OF_BED,19623,hmm,74,none
2015-05-17,WAKE_UP,19911,hmm,-60,none
2015-05-17,OUT_OF_BED,19911,hmm,-76,none
2015-05-17,WAKE_UP,18186,hmm,142,none
2015-05-17,OUT_OF_BED,1190,hmm,21,none
2015-05-17,WAKE_UP,19215,hmm,25,none
2015-05-17,WAKE_UP,20518,wupang,75,wupang_backup_for_hmm
2015-05-17,OUT_OF_BED,19215,hmm,43,none
2015-05-17,OUT_OF_BED,16993,hmm,-26,none
2015-05-17,WAKE_UP,18374,hmm,-7,none
2015-05-17,IN_BED,20567,hmm,60,none
2015-05-17,WAKE_UP,19911,hmm,-75,none
2015-05-17,OUT_OF_BED,17790,hmm,14,none
2015-05-17,OUT_OF_BED,18186,hmm,81,none
2015-05-17,WAKE_UP,15108,hmm,60,none
2015-05-17,WAKE_UP,20480,hmm,23,none
2015-05-17,OUT_OF_BED,18374,hmm,-55,none
2015-05-17,IN_BED,16056,hmm,38,none
2015-05-17,SLEEP,16056,hmm,38,none
2015-05-17,OUT_OF_BED,19674,hmm,22,none
2015-05-17,IN_BED,20377,hmm,116,none
2015-05-17,WAKE_UP,20377,hmm,33,none
2015-05-17,IN_BED,19454,hmm,180,none
2015-05-17,OUT_OF_BED,18325,hmm,14,none
2015-05-17,WAKE_UP,20518,wupang,-27,wupang_backup_for_hmm
2015-05-17,WAKE_UP,19674,hmm,22,none
2015-05-17,WAKE_UP,1154,hmm,41,none
2015-05-17,OUT_OF_BED,20377,hmm,37,none
2015-05-17,WAKE_UP,19054,wupang,105,wupang_backup_for_hmm
2015-05-17,SLEEP,17571,hmm,102,none
2015-05-17,IN_BED,17571,hmm,105,none
2015-05-17,WAKE_UP,17571,hmm,60,none
2015-05-17,OUT_OF_BED,17571,hmm,31,none
2015-05-17,WAKE_UP,16372,hmm,128,none
2015-05-17,OUT_OF_BED,1541,hmm,54,none
2015-05-17,WAKE_UP,20009,hmm,33,none
2015-05-17,SLEEP,18902,hmm,60,none
2015-05-17,OUT_OF_BED,20009,hmm,18,none
