20809,50
28824,50
35100,49
20179,49
15070,49
37820,49
54057,49
25976,48
28345,48
30909,47
45502,47
52176,47
16017,47
38834,47
31199,47
41425,46
35851,46
19215,46
34320,46
33868,46
26795,45
48491,45
47204,45
21201,45
31047,45
21452,45
26099,45
26746,44
30586,44
47721,44
23028,44
30085,43
21468,43
38385,43
52086,43
47414,42
31367,42
30140,42
49116,42
39167,41
26026,41
19447,41
45701,41
23624,41
15159,40
40902,40
19600,40
21854,40
25582,40
42859,40
30118,40
21150,39
37682,39
21605,39
38867,39
26634,39
54672,39
15249,39
51315,39
34189,39
39174,39
52100,38
23713,38
50509,38
15880,38
48433,38
33494,38
17286,38
46808,38
33873,38
50726,38
35447,38
47478,38
46739,38
18566,38
53691,38
24335,38
32413,38
34389,38
27975,37
45642,37
41239,37
17714,37
48035,37
54323,37
33914,37
32700,36
44852,36
33138,36
55139,36
30221,36
53962,36
52133,36
44208,36
49906,36
49541,36
48587,36
53032,36
29802,35
53019,35
53780,35
48405,35
15854,35
33581,35
45336,35
38082,35
38594,35
46183,35
17465,34
48564,34
35160,34
31003,34
49239,34
44977,34
26667,34
16215,34
26971,34
19182,34
47116,34
23068,34
51037,34
33861,34
40737,34
55206,33
34722,33
22164,33
52496,33
34151,33
16739,33
55100,33
19734,33
21798,33
24291,33
44720,33
39238,33
48530,33
40818,33
48971,33
15281,33
15357,33
29680,33
19008,32
50155,32
29772,32
54669,32
16802,32
30259,32
25179,32
30351,32
35744,32
49121,32
49978,32
45990,32
52881,32
54624,32
55382,32
1161,32
52568,32
24675,32
25516,32
37590,32
45234,32
55164,32
49452,32
29761,31
33168,31
30358,31
18815,31
37372,31
22551,31
45122,31
25094,31
45595,31
27256,31
52745,31
45774,31
1479,31
51413,31
18020,31
55192,31
55935,31
35467,31
25098,31
49035,31
29922,31
30425,31
37955,31
44291,31
55053,31
54852,30
18674,30
30677,30
22500,30
35419,30
30669,30
28629,30
45024,30
49292,30
27105,30
52173,30
39922,30
54895,30
48920,30
20859,29
26544,29
25579,29
31695,29
38749,29
35739,29
39225,29
37157,29
50724,29
41687,29
51394,29
48798,29
51670,29
18943,29
15163,29
16971,29
17687,29
29656,29
20441,29
34753,29
24003,29
48551,29
28084,29
54417,29
32305,29
50525,29
47430,29
54102,29
53796,29
36982,28
17245,28
41809,28
19219,28
35912,28
45346,28
52106,28
40558,28
55055,28
41639,28
21899,28
47871,28
46181,28
50524,28
22078,28
51872,28
27067,28
15569,28
32015,28
19123,28
35780,28
44214,28
41892,28
46649,28
45791,28
48967,28
50357,28
49192,28
52548,28
36435,28
43534,28
42528,27
22421,27
23996,27
23257,27
30344,27
33254,27
31094,27
53179,27
32847,27
55815,27
47114,27
1465,27
47140,27
16093,27
48599,27
23043,27
34834,27
30992,27
55994,27
32555,27
46635,27
36855,27
49562,27
20780,27
53848,27
42284,27
27504,27
26424,27
51924,27
49626,27
29347,27
51573,27
31231,27
52518,27
48374,27
36010,26
54251,26
15218,26
15086,26
34827,26
44393,26
50562,26
46390,26
1839,26
49745,26
16131,26
50512,26
17166,26
55161,26
17314,26
24982,26
34122,26
39204,26
34928,26
47105,26
39014,26
15891,26
44015,26
20024,26
50969,26
29833,26
54871,26
30590,26
43142,26
41859,26
36384,26
42126,26
46707,26
49431,26
32793,25
26497,25
34128,25
49218,25
43496,25
55432,25
21001,25
19842,25
29828,25
20357,25
36241,25
50586,25
36583,25
44339,25
51933,25
48495,25
53244,25
48543,25
20875,25
17867,25
22644,25
29641,25
30802,25
31743,25
31020,25
30021,25
31428,25
32493,25
34751,25
34472,25
35141,25
47680,25
38635,25
31466,25
41848,25
51193,25
43862,25
54550,25
48116,24
49226,24
53431,24
23615,24
1508,24
41773,24
25320,24
50037,24
29682,24
52107,24
37381,24
50579,24
44252,24
50826,24
44420,24
51012,24
45549,24
53446,24
49590,24
30867,24
51516,24
44971,24
49981,24
25054,24
55193,24
30427,24
27730,24
37781,24
32064,24
38514,24
51451,24
39400,24
45943,24
47946,24
27601,23
30472,23
28559,23
50105,23
33227,23
17435,23
49147,23
22116,23
49991,23
30255,23
52448,23
37758,23
54571,23
39294,23
19217,23
40541,23
41288,23
45242,23
25416,23
49858,23
25864,23
50540,23
29888,23
54133,23
33007,23
16024,23
34432,23
17097,23
44132,23
20672,23
48334,23
29948,23
51073,23
44549,23
55151,23
46150,23
47895,23
30510,23
52507,23
54176,23
33199,22
21747,22
46242,22
26082,22
54326,22
26632,22
32158,22
29388,22
19914,22
37976,22
38675,22
39872,22
39498,22
53023,22
49732,22
50447,22
52047,22
55346,22
52474,22
29569,22
36230,22
49566,22
39595,22
33075,22
48154,22
34592,22
15983,22
35083,22
17903,22
42353,22
19920,22
48659,22
25085,22
50753,22
53834,22
29364,22
30592,22
40017,22
40736,22
49888,22
54318,22
55019,22
30978,21
17463,21
54711,21
55602,21
55606,21
19665,21
17446,21
21079,21
21986,21
20915,21
33709,21
29610,21
35647,21
29703,21
